Date,Close,Open,High,Low,Volumn
2017-05-26,99700,99200,101000,99100,493.73K
2017-05-25,98600,99900,99900,98600,371.87K
2017-05-24,99500,98900,99500,98200,364.16K
2017-05-23,99000,99600,99800,98500,440.52K
2017-05-22,99500,99000,99500,97700,584.27K
2017-05-21,98000,98000,98000,98000,0.47K
2017-05-19,98000,95500,98400,95500,862.67K
2017-05-18,95200,94000,95500,93800,491.98K
2017-05-17,95200,95500,95600,94200,366.13K
2017-05-16,95200,94500,95400,94100,521.20K
2017-05-15,93800,95800,96300,93500,633.29K
2017-05-14,95800,95800,95800,95800,0.32K
2017-05-12,95800,95700,95800,94500,455.35K
2017-05-11,95200,95800,96000,94800,737.61K
2017-05-10,94000,95800,95800,93600,589.82K
2017-05-09,95000,95000,95000,95000,0.69K
2017-05-08,95000,94200,95000,93400,604.24K
2017-05-07,94000,94000,94000,94000,0.62K
2017-05-04,94000,93800,94900,93200,640.74K
2017-05-03,92600,92600,92600,92600,-
2017-05-02,92600,91500,92800,91000,544.07K
2017-05-01,90400,90400,90400,90400,0.01K
2017-04-28,90400,91700,92300,89300,595.86K
2017-04-27,91400,93000,93000,91200,485.57K
2017-04-26,92600,91800,94100,91400,1.22M
2017-04-25,90800,90700,90800,89600,511.41K
2017-04-24,90200,90600,91500,89300,607.72K
2017-04-23,90000,90000,90000,90000,2.72K
2017-04-21,90000,91700,91900,89600,856.61K
2017-04-20,90800,88900,91100,88200,1.55M
2017-04-19,87200,87000,88600,86500,685.55K
2017-04-18,88200,89100,89800,88000,537.66K
2017-04-17,89100,90000,90300,88400,746.91K
2017-04-16,88800,88800,88800,88800,0.40K
2017-04-14,88800,87800,90200,87500,1.14M
2017-04-13,88000,85700,88500,85600,1.36M
2017-04-12,85900,85700,86200,85100,463.48K
2017-04-11,85700,84700,86200,84100,721.04K
2017-04-10,84900,87100,87100,84200,782.31K
2017-04-09,86600,86600,86600,86600,3.31K
2017-04-07,86600,85300,87100,84900,1.40M
2017-04-06,84500,84500,85000,83300,1.32M
2017-04-05,85900,86800,88700,85600,1.20M
2017-04-04,85700,87500,87600,85700,595.61K
2017-04-03,87000,83500,87000,83400,860.93K
2017-04-02,83100,83100,83100,83100,-
2017-03-31,83100,83500,83700,82700,178.63K
2017-03-30,82800,84100,84100,82700,229.51K
2017-03-29,83800,84000,84100,82900,241.88K
2017-03-28,83200,83300,84000,82400,345.41K
2017-03-27,82900,83400,84200,82800,317.91K
2017-03-26,84100,84100,84100,84100,-
2017-03-24,84100,86200,86200,83100,536.53K
2017-03-23,85900,86700,86700,85400,310.40K
2017-03-22,86600,85500,86700,84700,475.36K
2017-03-21,86100,85000,86200,84300,514.97K
2017-03-20,84900,84700,85200,82500,505.74K
2017-03-19,84000,84000,84000,84000,0.10K
2017-03-17,84000,83800,84100,83200,220.33K
2017-03-16,83800,82900,83800,81500,467.98K
2017-03-15,82200,83600,83800,82000,317.31K
2017-03-14,83500,84600,84800,82600,624.67K
2017-03-13,84800,85400,85500,84000,339.01K
2017-03-12,85300,85300,85300,85300,0.01K
2017-03-10,85300,83500,85800,81600,500.72K
2017-03-09,82800,83500,84900,82800,348.97K
2017-03-08,83000,84200,84300,82700,285.81K
2017-03-07,83700,83600,84300,82600,277.13K
2017-03-06,83800,85000,85700,83600,369.13K
2017-03-05,85800,85800,85800,85800,0.02K
2017-03-03,85800,85000,86500,84400,396.02K
2017-03-02,85300,86000,86100,84500,353.57K
2017-03-01,85400,85400,85400,85400,0.06K
2017-02-28,85400,86500,86800,84900,443.73K
2017-02-27,85800,87500,87900,85700,329.78K
2017-02-26,88100,88100,88100,88100,0.13K
2017-02-24,88100,88500,89600,87600,369.13K
2017-02-23,87900,89100,89500,87600,505.28K
2017-02-22,89500,88600,90200,88200,1.03M
2017-02-21,88400,85700,89100,85700,1.57M
2017-02-20,84800,84400,85300,83600,293.75K
2017-02-19,84700,84700,84700,84700,0.15K
2017-02-17,84700,82400,85300,82400,562.90K
2017-02-16,82400,84600,84800,82200,568.74K
2017-02-15,84900,85100,85600,84100,320.24K
2017-02-14,84900,84000,85300,83000,426.05K
2017-02-13,84100,85400,85500,83700,396.84K
2017-02-12,85100,85100,85100,85100,0.29K
2017-02-10,85100,85300,86300,84100,790.37K
2017-02-09,85400,81700,85700,81300,1.55M
2017-02-08,79800,78800,79800,77800,268.79K
2017-02-07,78300,77000,79100,77000,173.05K
2017-02-06,77300,78100,78500,77000,168.69K
2017-02-05,78000,78000,78000,78000,0.16K
2017-02-03,78000,78000,78500,77500,175.64K
2017-02-02,77700,79100,80000,77600,285.31K
2017-02-01,78400,78200,78900,78000,196.53K
2017-01-31,77700,77200,79300,76900,260.52K
2017-01-30,77100,77100,77100,77100,0.13K
2017-01-26,77100,76200,77700,76200,240.61K
2017-01-25,76100,78300,79200,76100,549.98K
2017-01-24,78800,79500,79700,78800,177.50K
2017-01-23,79000,80000,80300,78400,338.06K
2017-01-22,80400,80400,80400,80400,0.10K
2017-01-20,80400,81800,82200,80300,284.04K
2017-01-19,82300,80700,82300,80500,245.80K
2017-01-18,81100,82200,82600,80300,183.93K
2017-01-17,81900,82600,83400,81400,228.66K
2017-01-16,82600,84400,84500,82400,203.77K
2017-01-15,83900,83900,83900,83900,0.03K
2017-01-13,83900,81900,84400,81600,480.46K
2017-01-12,81900,83500,83700,81900,251.01K
2017-01-11,83200,82000,83700,81600,270.07K
2017-01-10,82000,82600,83500,81500,326.40K
2017-01-09,82800,84200,84500,82500,234.74K
2017-01-08,83700,83700,83700,83700,0.40K
2017-01-06,83700,84400,84500,82200,408.89K
2017-01-05,84000,85000,86000,84000,610.89K
2017-01-04,84300,80400,85100,80300,1.22M
2017-01-03,80000,77200,80000,77000,444.38K
2017-01-02,76700,77400,77600,76600,142.52K
2017-01-01,77000,77000,77000,77000,0.05K
2016-12-29,77000,75700,77000,75300,200.93K
2016-12-28,75500,75000,75900,74700,200.97K
2016-12-27,74800,75500,75600,74600,236.21K
2016-12-26,75100,75000,75800,75000,131.23K
2016-12-23,75000,75500,75900,74500,267.52K
2016-12-22,74800,76500,76900,74800,274.60K
2016-12-21,76100,77400,77400,76100,204.17K
2016-12-20,76900,78300,79100,76900,174.70K
2016-12-19,78200,77700,79300,77700,150.98K
2016-12-18,77500,77500,77500,77500,0.16K
2016-12-16,77500,78300,78400,77400,140.11K
2016-12-15,78100,78700,79300,77300,179.56K
2016-12-14,78700,79900,81000,78700,280.46K
2016-12-13,79200,79600,79800,78400,190.74K
2016-12-12,79600,80000,80600,78700,314.87K
2016-12-11,79400,79400,79400,79400,-
2016-12-09,79400,76300,79400,76000,290.81K
2016-12-08,76300,75900,77200,75400,199.63K
2016-12-07,75100,74800,75600,74800,115.32K
2016-12-06,75100,75500,76200,74700,133.04K
2016-12-05,74700,74700,76800,74300,191.13K
2016-12-04,75300,75300,75300,75300,0.06K
2016-12-02,75300,76700,77200,75200,189.37K
2016-12-01,76700,77300,78700,76700,187.10K
2016-11-30,77700,79500,79900,77700,249.84K
2016-11-29,79800,79600,81100,79100,193.30K
2016-11-28,79400,81400,81400,79100,212.39K
2016-11-25,81300,80700,81600,80300,168.91K
2016-11-24,80700,81700,82000,80400,173.52K
2016-11-23,81900,81800,82400,80600,273.02K
2016-11-22,81800,79000,82000,79000,343.90K
2016-11-21,79000,80400,80500,78300,186.29K
2016-11-20,80700,80700,80700,80700,0.04K
2016-11-18,80700,80600,81800,80000,279.43K
2016-11-17,81000,80600,81100,79500,239.21K
2016-11-16,80300,76500,80500,76500,565.47K
2016-11-15,76000,75600,77100,75300,184.96K
2016-11-14,75800,77800,78200,75800,259.38K
2016-11-11,77800,79800,79800,76900,432.73K
2016-11-10,79700,75300,79900,75200,1.18M
2016-11-09,71300,74300,74600,69900,528.50K
2016-11-08,74300,74300,74500,73800,142.76K
2016-11-07,73700,73200,74200,73100,155.28K
2016-11-06,73200,73200,73200,73200,0.09K
2016-11-04,73200,71200,74000,71200,280.52K
2016-11-03,71400,70400,72600,70300,383.10K
2016-11-02,71300,74000,74500,71300,638.57K
2016-11-01,74600,75600,76600,74000,386.34K
2016-10-31,76400,79600,79900,76400,495.24K
2016-10-30,79600,79600,79600,79600,0.08K
2016-10-28,79600,80900,81100,79600,297.50K
2016-10-27,81300,80900,81800,80800,122.58K
2016-10-26,80900,82400,82500,80400,189.00K
2016-10-25,82300,80300,82700,80300,304.82K
2016-10-24,80700,81700,81700,80500,149.11K
2016-10-23,80600,80600,80600,80600,0.00K
2016-10-21,80600,81600,81700,80400,191.67K
2016-10-20,81000,82100,82900,81000,278.01K
2016-10-19,81700,81000,82200,80400,245.79K
2016-10-18,80800,80300,80800,79700,168.80K
2016-10-17,80500,79500,81000,79500,159.82K
2016-10-16,79300,79300,79300,79300,0.19K
2016-10-14,79300,79300,79800,79000,147.82K
2016-10-13,79300,80400,80500,79300,202.82K
2016-10-12,80200,81500,81500,79000,533.40K
2016-10-11,81500,82700,82900,81500,255.99K
2016-10-10,82600,83200,83700,82500,144.39K
2016-10-07,83400,85100,85400,83300,242.03K
2016-10-06,85300,85200,86300,84100,387.12K
2016-10-05,85500,82000,85500,81800,727.46K
2016-10-04,81200,81700,82700,81200,350.32K
2016-10-03,81800,81800,81800,81800,0.07K
2016-09-30,81800,83300,84200,81700,372.60K
2016-09-29,82700,82700,82900,82000,235.11K
2016-09-28,82800,83400,83600,82400,165.40K
2016-09-27,83600,82400,84100,81900,162.75K
2016-09-26,82600,83200,83300,82300,176.52K
2016-09-25,83600,83600,83600,83600,0.01K
2016-09-23,83600,84200,84500,83300,264.51K
2016-09-22,84500,83000,84700,82400,369.92K
2016-09-21,82300,82000,82500,81200,195.49K
2016-09-20,82200,80700,83500,80600,491.54K
2016-09-19,80500,80100,80600,79900,150.69K
2016-09-18,80500,80500,80500,80500,0.02K
2016-09-13,80500,80000,80600,79900,167.44K
2016-09-12,79900,80000,80400,79300,173.28K
2016-09-11,80600,80600,80600,80600,0.47K
2016-09-09,80600,80900,81400,80400,258.09K
2016-09-08,81800,80100,81800,80100,295.48K
2016-09-07,80000,80600,80700,79600,268.16K
2016-09-06,81200,81400,82100,80900,219.25K
2016-09-05,81000,81200,82200,80900,262.56K
2016-09-04,81000,81000,81000,81000,-
2016-09-02,81000,81500,82000,80900,269.10K
2016-09-01,82100,81300,82200,80800,333.37K
2016-08-31,81300,80000,81300,79700,341.92K
2016-08-30,80000,79500,80800,79400,292.38K
2016-08-29,79300,80800,80900,79300,476.86K
2016-08-28,81000,81000,81000,81000,0.52K
2016-08-26,81000,80500,81500,80500,253.65K
2016-08-25,81000,82100,83000,81000,343.24K
2016-08-24,82500,81100,83100,80700,695.31K
2016-08-23,80500,82000,83900,80200,859.08K
2016-08-22,82700,84500,84700,82700,446.71K
2016-08-21,84700,84700,84700,84700,0.04K
2016-08-19,84700,86500,86700,84600,597.47K
2016-08-18,86700,88000,88500,86600,432.24K
2016-08-17,88000,88600,89300,88000,341.39K
2016-08-16,88600,89600,89800,88600,377.58K
2016-08-15,89500,89500,89500,89500,0.62K
2016-08-12,89500,91400,91500,89200,760.61K
2016-08-11,91300,93600,94300,91200,457.85K
2016-08-10,92700,93400,93400,92600,297.54K
2016-08-09,92900,91900,93000,91600,287.61K
2016-08-08,91500,92700,92700,91200,198.25K
2016-08-05,92100,92800,93600,92000,208.36K
2016-08-04,92300,93800,93800,92300,266.08K
2016-08-03,93900,90700,94200,90600,415.34K
2016-08-02,91000,91000,91300,90800,121.94K
2016-08-01,91000,91500,91600,90600,232.65K
2016-07-31,90900,90900,90900,90900,-
2016-07-29,90900,91500,91600,90900,234.59K
2016-07-28,91600,91400,92000,90700,219.95K
2016-07-27,91200,91200,92300,91100,191.56K
2016-07-26,91500,92600,92600,91400,222.58K
2016-07-25,92200,93100,93200,92100,175.48K
2016-07-24,92700,92700,92700,92700,0.00K
2016-07-22,92700,92700,94100,92700,187.50K
2016-07-21,92700,94100,94300,92700,182.39K
2016-07-20,93500,93600,94600,93300,128.61K
2016-07-19,93500,93000,93900,93000,130.64K
2016-07-18,93200,94300,94500,93100,196.36K
2016-07-17,94300,94300,94300,94300,0.41K
2016-07-15,94300,95000,95400,94300,197.07K
2016-07-14,94800,95000,95000,94000,148.54K
2016-07-13,94500,96000,96200,94200,228.44K
2016-07-12,95500,95100,95700,95000,247.78K
2016-07-11,95000,94200,95000,93600,182.67K
2016-07-10,93700,93700,93700,93700,0.01K
2016-07-08,93700,94000,94300,93400,223.30K
2016-07-07,95000,94800,95700,94700,191.57K
2016-07-06,94700,93800,94900,92600,270.30K
2016-07-05,93300,93600,94300,92900,186.78K
2016-07-04,93800,95200,95500,93700,188.86K
2016-07-03,94700,94700,94700,94700,-
2016-07-01,94700,93600,95300,93500,280.01K
2016-06-30,93100,93100,93700,92700,163.23K
2016-06-29,92200,92200,93300,92200,235.92K
2016-06-28,91200,91000,92600,90900,275.38K
2016-06-27,91600,88700,91800,88700,321.34K
2016-06-26,91200,91200,91200,91200,0.02K
2016-06-24,91200,94500,94600,88300,710.40K
2016-06-23,93200,93800,94000,92900,185.05K
2016-06-22,94200,93300,94700,93300,138.15K
2016-06-21,93800,95200,95700,93600,182.79K
2016-06-20,94900,91500,94900,91500,300.32K
2016-06-19,91300,91300,91300,91300,0.42K
2016-06-17,91300,91700,92400,90700,251.84K
2016-06-16,91200,93000,93800,90900,346.44K
2016-06-15,92800,93900,94000,92800,247.21K
2016-06-14,94100,93000,95200,93000,280.24K
2016-06-13,93800,94200,94500,93500,259.06K
2016-06-12,94900,94900,94900,94900,1.63K
2016-06-10,94900,95500,96100,94600,392.46K
2016-06-09,95200,97400,97500,94400,847.87K
2016-06-08,97000,97400,98400,96900,327.81K
2016-06-07,98200,97900,98600,97100,276.70K
2016-06-06,98000,98000,98000,98000,0.19K
2016-06-03,98000,97000,98600,96900,321.41K
2016-06-02,97500,99000,99300,96300,554.68K
2016-06-01,98500,102900,103000,98100,1.01M
2016-05-31,102800,102800,103500,102000,330.48K
2016-05-30,102800,101600,103500,101300,319.40K
2016-05-29,100600,100600,100600,100600,0.10K
2016-05-27,100600,100400,101200,99900,148.57K
2016-05-26,99700,99700,100300,98900,183.83K
2016-05-25,99600,99400,100500,99200,227.87K
2016-05-24,99200,100200,100700,99200,171.62K
2016-05-23,100200,100200,101700,100000,170.22K
2016-05-20,99300,99900,100500,98500,321.66K
2016-05-19,100300,104600,105300,99800,395.29K
2016-05-18,104500,104100,104900,103100,206.78K
2016-05-17,105100,104500,106200,104100,199.17K
2016-05-16,105400,103100,106200,102400,244.41K
2016-05-13,103800,105700,105900,103300,259.90K
2016-05-12,106300,104300,107900,104000,558.35K
2016-05-11,105700,101500,106300,100800,716.12K
2016-05-10,100600,101900,102200,99900,208.22K
2016-05-09,101700,99700,102300,99700,251.13K
2016-05-04,100000,100100,100700,99700,133.55K
2016-05-03,99800,99600,100700,99600,108.89K
2016-05-02,99600,99500,100300,99400,129.32K
2016-04-29,100500,100000,100500,99500,143.69K
2016-04-28,100500,103500,103500,100400,243.36K
2016-04-27,102400,102500,103000,101300,166.48K
2016-04-26,101600,105600,105700,101600,343.66K
2016-04-25,104300,100400,104300,100000,394.85K
2016-04-22,99600,101500,101500,99500,265.53K
2016-04-21,101500,103500,103700,101200,195.62K
2016-04-20,103100,102000,103800,102000,251.41K
2016-04-19,102500,102100,102600,101600,219.80K
2016-04-18,102200,101400,102500,100600,259.87K
2016-04-15,101200,101100,101900,100400,179.59K
2016-04-14,100300,102800,102800,100300,361.96K
2016-04-12,100400,99100,101900,99100,459.69K
2016-04-11,97800,99500,99800,97600,199.71K
2016-04-08,98800,97500,98800,96800,207.69K
2016-04-07,98400,97000,98700,97000,223.27K
2016-04-06,96800,96800,97500,96000,318.30K
2016-04-05,96500,99300,99600,96500,484.92K
2016-04-04,99300,99300,100400,98000,476.52K
2016-04-01,101800,99600,103500,99500,365.84K
2016-03-31,99200,100400,100500,98500,534.31K
2016-03-30,100100,100400,101800,99900,349.81K
2016-03-29,100400,100800,101900,99900,314.60K
2016-03-28,100800,101700,102800,100300,383.17K
2016-03-25,102700,106500,107000,102000,453.22K
2016-03-24,107000,106600,107600,106300,140.30K
2016-03-23,106600,108500,110000,106600,338.12K
2016-03-22,109500,108300,109600,106500,384.35K
2016-03-21,109700,112200,112200,107700,380.24K
2016-03-18,112200,113100,113400,111500,198.04K
2016-03-17,112300,111300,112500,110800,284.50K
2016-03-16,109600,111400,112500,108700,387.49K
2016-03-15,111400,112600,113000,110400,311.20K
2016-03-14,112600,112000,113300,111700,343.08K
2016-03-11,111200,110000,111900,108800,379.43K
2016-03-10,110100,107500,111900,107400,616.94K
2016-03-09,107800,106000,108500,105100,338.07K
2016-03-08,106200,106600,107200,104500,341.11K
2016-03-07,105900,104100,107000,104100,563.20K
2016-03-04,103800,102400,104600,101300,561.55K
2016-03-03,101500,97400,101900,96300,631.71K
2016-03-02,97400,95800,97600,95100,413.73K
2016-02-29,94900,95100,95500,94000,212.00K
2016-02-26,94100,94600,95300,94000,175.41K
2016-02-25,94500,95900,96800,93400,293.69K
2016-02-24,95000,96000,96100,94200,349.72K
2016-02-23,96400,93000,97500,92900,724.31K
2016-02-22,92400,93000,93400,91500,284.53K
2016-02-19,92600,91500,93400,91500,299.34K
2016-02-18,92400,94300,94600,92300,363.27K
2016-02-17,92100,93600,95100,92100,380.18K
2016-02-16,94300,93600,95400,92800,382.64K
2016-02-15,92300,93100,95000,90600,705.48K
2016-02-12,92800,99000,100400,92700,982.17K
2016-02-11,100700,104500,104900,100700,733.03K
2016-02-05,108900,108200,112100,107300,372.20K
2016-02-04,109300,109200,109900,108700,144.63K
2016-02-03,109200,107900,109700,107900,218.26K
2016-02-02,108700,110000,110400,108700,225.62K
2016-02-01,109800,110100,110800,109100,192.06K
2016-01-29,109300,110000,110600,108700,246.13K
2016-01-28,109500,109700,109900,107700,245.78K
2016-01-27,109200,113000,113400,108600,533.45K
2016-01-26,112400,113000,113500,111700,152.92K
2016-01-25,113100,113000,114100,112100,202.42K
2016-01-22,112800,111100,113800,111000,242.51K
2016-01-21,111000,111600,112000,110500,322.21K
2016-01-20,112100,114300,114300,111600,290.25K
2016-01-19,114100,115900,116000,111300,562.73K
2016-01-18,116200,117200,118000,115200,411.30K
2016-01-15,118700,120000,120200,118000,256.78K
2016-01-14,118900,118600,119400,117700,284.21K
2016-01-13,119800,117600,120500,117500,563.56K
2016-01-12,116400,116000,118800,115500,379.91K
2016-01-11,114700,114800,120400,114100,545.22K
2016-01-08,115200,115300,115900,113700,398.70K
2016-01-07,117300,118400,120500,116600,341.02K
2016-01-06,119100,118000,121100,117300,542.62K
2016-01-05,117100,114100,117500,113800,316.64K
2016-01-04,115300,117500,117500,115300,296.13K
2015-12-30,115800,113900,117200,113800,364.92K
2015-12-29,113400,111500,113900,111500,282.65K
2015-12-28,110600,112100,112400,110600,322.64K
2015-12-24,110600,111500,111900,110600,191.53K
2015-12-23,111000,112000,112200,110900,165.28K
2015-12-22,111400,112000,112100,111000,199.76K
2015-12-21,112200,112200,112400,111100,115.04K
2015-12-18,112100,110800,112300,109700,134.06K
2015-12-17,111400,113500,113500,111200,136.11K
2015-12-16,111200,109700,112300,109700,189.83K
2015-12-15,108300,108000,109400,107900,276.69K
2015-12-14,108000,110200,111700,108000,345.23K
2015-12-11,112700,113000,114300,112600,190.62K
2015-12-10,112800,115600,115800,112800,322.76K
2015-12-09,116100,117600,118000,116100,169.34K
2015-12-08,117100,118900,119400,116800,248.51K
2015-12-07,118700,119000,120300,118700,271.13K
2015-12-04,118300,119300,121300,118300,289.62K
2015-12-03,120800,116300,121100,116300,517.13K
2015-12-02,119800,121400,123600,119800,591.16K
2015-12-01,119400,120800,121700,118300,624.80K
2015-11-30,120600,126500,131000,119400,2.92M
2015-11-27,116100,113200,117500,112900,547.29K
2015-11-26,112300,112300,113200,112000,191.16K
2015-11-25,112100,113400,113600,111900,241.00K
2015-11-24,112800,113700,113900,112000,329.76K
2015-11-23,114100,115700,116000,113800,235.40K
2015-11-20,115500,115000,116800,114700,180.50K
2015-11-19,115300,114700,115900,113500,182.31K
2015-11-18,114600,114500,116100,113700,222.24K
2015-11-17,114800,116600,116800,114400,234.25K
2015-11-16,115100,117500,118900,115100,326.84K
2015-11-13,119400,117500,119900,117100,366.41K
2015-11-12,119000,114100,120000,114100,841.28K
2015-11-11,111500,111400,113400,111400,183.07K
2015-11-10,111700,113400,114000,110900,356.41K
2015-11-09,115000,119800,120000,114500,320.76K
2015-11-06,119000,119200,120000,118000,304.29K
2015-11-05,120300,115900,120900,115800,945.91K
2015-11-04,114800,111500,114800,111400,305.88K
2015-11-03,111200,111500,112600,110100,247.49K
2015-11-02,111300,112900,113400,110500,282.82K
2015-10-30,113600,114600,115500,113500,148.76K
2015-10-29,114700,115400,116600,114000,219.18K
2015-10-28,114900,113900,115200,113000,322.73K
2015-10-27,113200,113500,114100,112400,223.61K
2015-10-26,114000,114700,115500,113100,192.75K
2015-10-23,114400,113000,114400,112600,231.47K
2015-10-22,112200,115100,115100,112000,424.76K
2015-10-21,115400,116100,117300,115100,260.68K
2015-10-20,116000,114300,117900,114300,346.17K
2015-10-19,115400,115100,116200,111800,518.67K
2015-10-16,115100,115900,116900,114600,461.40K
2015-10-15,116000,120900,121100,115500,1.20M
2015-10-14,121900,120900,122200,120400,251.90K
2015-10-13,121100,121800,123400,121100,341.53K
2015-10-12,122200,123400,124300,122100,365.38K
2015-10-08,123300,125500,127200,122900,443.15K
2015-10-07,125900,125800,127000,124500,344.64K
2015-10-06,127200,130200,131200,127000,343.76K
2015-10-05,129800,130500,130900,128500,325.23K
2015-10-02,130000,130000,131400,128200,563.85K
2015-10-01,127400,127700,133400,125500,1.15M
2015-09-30,125900,123300,127200,123000,500.12K
2015-09-25,123000,122000,123400,122000,163.07K
2015-09-24,122900,124400,124500,122700,173.21K
2015-09-23,123400,123500,125400,123300,226.73K
2015-09-22,124200,125000,125200,123800,172.88K
2015-09-21,124700,124100,125000,122700,222.74K
2015-09-18,125500,125700,127900,124700,381.95K
2015-09-17,125100,127200,127400,124300,301.62K
2015-09-16,126200,124600,126200,124000,347.44K
2015-09-15,122700,122500,123500,121800,203.13K
2015-09-14,122000,125000,126600,120700,408.09K
2015-09-11,124200,125800,125900,124200,290.47K
2015-09-10,125000,124800,126000,123900,241.50K
2015-09-09,126900,125000,127300,124500,294.85K
2015-09-08,122600,124400,125400,121500,316.62K
2015-09-07,124000,125400,126800,124000,248.75K
2015-09-04,124700,129600,131300,124700,400.21K
2015-09-03,129400,130300,133300,129000,381.71K
2015-09-02,128100,127600,129500,126300,532.97K
2015-09-01,130500,134000,136000,130500,383.69K
