Date,Close,Open,High,Low,Volumn
2020-06-09,254500,255500,259500,252500,0.23K
2020-06-08,256500,252500,258000,248500,0.13K
2020-06-07,251000,251000,251000,251000,-
2020-06-05,251000,253000,253500,247500,1.00M
2020-06-04,254000,247500,256500,247000,1.42K
2020-06-03,249500,259500,261500,247500,3.71K
2020-06-02,259500,262500,262500,257000,1.50K
2020-06-01,264000,263500,266000,259500,1.08M
2020-05-31,263500,263500,263500,263500,-
2020-05-29,263500,263500,267500,257500,1.63M
2020-05-28,267000,257500,270000,253000,2.40K
2020-05-27,260500,262500,267000,257000,1.90K
2020-05-26,270000,273000,279500,261000,1.19K
2020-05-25,268000,250500,269500,249500,3.02K
2020-05-24,247000,247000,247000,247000,-
2020-05-22,247000,237500,248500,235000,1.88M
2020-05-21,237500,237500,240000,234500,1.40M
2020-05-20,231500,223500,234000,222500,0.10K
2020-05-19,220000,222000,222500,214500,0.19K
2020-05-18,221000,221500,225500,219000,0.91K
2020-05-17,221500,221500,221500,221500,-
2020-05-15,221500,228500,231500,216000,1.52M
2020-05-14,225000,216000,228000,214000,0.02K
2020-05-13,216500,211500,216500,211500,0.23K
2020-05-12,214500,209000,216500,206000,1.56M
2020-05-11,207500,207000,211500,206500,1.05M
2020-05-10,206000,206000,206000,206000,-
2020-05-08,206000,206500,210000,204000,1.40M
2020-05-07,206000,199500,207500,198500,2.62M
2020-05-06,199500,189000,200000,188000,2.03M
2020-05-05,186500,186500,186500,186500,-
2020-05-04,186500,181500,190000,180000,1.02M
2020-05-03,184000,184000,184000,184000,-
2020-04-29,184000,184000,186500,182500,657.14K
2020-04-28,185000,185500,186500,181500,665.91K
2020-04-27,184000,183000,187000,181500,719.45K
2020-04-26,183000,183000,183000,183000,-
2020-04-24,183000,184500,188500,182000,1.07M
2020-04-23,185500,181500,186500,180500,1.40M
2020-04-22,177000,174000,177000,171500,683.68K
2020-04-21,175500,176500,177500,168500,1.23M
2020-04-20,175000,172500,179000,172000,857.32K
2020-04-19,172000,172000,172000,172000,-
2020-04-17,172000,169000,172500,167500,944.90K
2020-04-16,165500,159000,167000,158500,1.00M
2020-04-15,159500,159500,159500,159500,-
2020-04-14,159500,159500,160500,158000,429.01K
2020-04-13,157500,161000,161000,157000,468.61K
2020-04-12,161000,161000,161000,161000,-
2020-04-10,161000,158500,161500,157000,751.80K
2020-04-09,158000,161000,161000,157500,713.34K
2020-04-08,158000,159000,160500,158000,734.61K
2020-04-07,160000,163500,164500,158500,911.41K
2020-04-06,160500,158500,161000,157500,804.35K
2020-04-05,157500,157500,157500,157500,-
2020-04-03,157500,158500,159000,155000,544.23K
2020-04-02,157000,152000,157000,149000,1.04M
2020-04-01,150500,156000,158500,150000,784.85K
2020-03-31,155500,155000,159000,152000,1.04M
2020-03-30,153000,149500,154500,147500,631.88K
2020-03-29,152500,152500,152500,152500,-
2020-03-27,152500,156500,157000,149000,956.64K
2020-03-26,150500,155000,156000,150000,0.08K
2020-03-25,154500,160500,162500,151000,0.33K
2020-03-24,154500,150500,155000,147000,0.43K
2020-03-23,143500,138500,148000,138000,0.10K
2020-03-22,149500,149500,149500,149500,-
2020-03-20,149500,138000,151000,134500,1.76M
2020-03-19,134000,146000,147000,127500,0.01K
2020-03-18,141000,148500,152000,140500,1.10M
2020-03-17,147500,141000,150500,140000,1.21M
2020-03-16,147500,162000,164000,147500,1.25M
2020-03-15,159000,159000,159000,159000,-
2020-03-13,159000,150000,161500,145000,1.59M
2020-03-12,161000,167000,169000,158500,1.22M
2020-03-11,169000,172000,174500,167000,547.55K
2020-03-10,173000,164500,174500,164000,948.75K
2020-03-09,167500,171000,171500,166000,802.79K
2020-03-08,175500,175500,175500,175500,-
2020-03-06,175500,176500,178500,174000,561.50K
2020-03-05,179500,182500,183000,176500,810.50K
2020-03-04,179500,174000,181000,174000,707.44K
2020-03-03,175000,180500,181000,175000,627.05K
2020-03-02,175000,174500,176500,169500,769.94K
2020-03-01,172000,172000,172000,172000,-
2020-02-28,172000,174500,176500,170500,1.02M
2020-02-27,178500,184000,185500,176500,782.55K
2020-02-26,184000,183500,185500,181500,513.18K
2020-02-25,185500,182000,186000,180000,595.32K
2020-02-24,183500,184500,186000,182000,787.43K
2020-02-23,189500,189500,189500,189500,-
2020-02-21,189500,188500,191500,187500,557.24K
2020-02-20,190500,190500,191500,188000,545.06K
2020-02-19,190000,184000,190500,183500,1.35M
2020-02-18,182000,180500,183500,179000,586.45K
2020-02-17,180500,180000,182000,179000,328.55K
2020-02-16,180000,180000,180000,180000,-
2020-02-14,180000,181000,184500,179000,855.75K
2020-02-13,179000,174500,181500,173500,1.88M
2020-02-12,172000,169500,172000,168000,405.90K
2020-02-11,170000,169000,170000,168000,300.90K
2020-02-10,169000,167500,169500,166000,374.53K
2020-02-09,167500,167500,167500,167500,-
2020-02-07,167500,167000,170500,166000,521.10K
2020-02-06,166000,165500,168000,163500,550.74K
2020-02-05,163000,166500,167000,161500,438.84K
2020-02-04,164500,161500,165500,160500,393.70K
2020-02-03,159500,156000,160500,156000,407.26K
2020-02-02,159000,159000,159000,159000,-
2020-01-31,159000,162500,164000,158500,343.91K
2020-01-30,162000,163000,165500,160500,418.43K
2020-01-29,163500,165500,166000,162500,254.50K
2020-01-28,162500,160000,163500,159500,512.40K
2020-01-27,165500,165500,165500,165500,-
2020-01-23,165500,168000,168000,164500,322.64K
2020-01-22,166000,166000,169000,164500,468.02K
2020-01-21,165000,168500,169000,163500,388.10K
2020-01-20,168500,169000,170000,167000,379.73K
2020-01-19,168500,168500,168500,168500,-
2020-01-17,168500,171500,172500,168000,351.48K
2020-01-16,171500,170000,172000,170000,259.00K
2020-01-15,170000,167000,170500,166500,461.24K
2020-01-14,167000,167500,168500,165500,422.83K
2020-01-13,167000,165500,167500,165000,474.61K
2020-01-12,165000,165000,165000,165000,-
2020-01-10,165000,165000,166500,163000,401.23K
2020-01-09,164000,163500,165500,162500,877.68K
2020-01-08,159500,158500,162000,156500,849.37K
2020-01-07,160000,155000,160000,154500,839.00K
2020-01-06,154500,150500,155000,150000,393.46K
2020-01-05,152500,152500,152500,152500,-
2020-01-03,152500,153500,155000,151000,314.42K
2020-01-02,152500,154000,154500,152000,240.50K
2019-12-30,153500,154000,155000,153000,352.78K
2019-12-29,153500,153500,153500,153500,-
2019-12-27,153500,149500,154000,149000,690.23K
2019-12-26,148000,146000,148000,146000,319.46K
2019-12-25,146500,146500,146500,146500,-
2019-12-24,146500,148000,150000,144500,366.93K
2019-12-23,148500,151000,151000,148000,278.51K
2019-12-20,150000,150000,153000,149500,542.55K
2019-12-19,150000,150500,151000,149000,174.80K
2019-12-18,151000,150500,152000,149500,250.14K
2019-12-17,150500,151500,152000,149500,272.77K
2019-12-16,151500,151000,152000,150000,296.62K
2019-12-15,151000,151000,151000,151000,-
2019-12-13,151000,150500,151000,148500,455.52K
2019-12-12,149500,151000,151500,149000,708.65K
2019-12-11,150000,150500,150500,147500,478.65K
2019-12-10,149500,150000,151500,147000,514.57K
2019-12-09,151500,154000,154500,151000,266.60K
2019-12-08,153500,153500,153500,153500,-
2019-12-06,153500,149000,154000,149000,414.48K
2019-12-05,149500,155500,156000,148500,840.19K
2019-12-04,156000,156000,156000,154500,232.52K
2019-12-03,157000,155500,157000,154000,235.08K
2019-12-02,156500,156000,156500,153500,249.92K
2019-12-01,155500,155500,155500,155500,-
2019-11-29,155500,156000,159000,153500,470.82K
2019-11-28,157000,156500,157500,155500,217.99K
2019-11-27,157500,158500,159000,156500,293.87K
2019-11-26,157500,157000,158500,156500,360.69K
2019-11-25,156500,153500,156500,153500,298.95K
2019-11-22,153000,153000,155500,152000,331.63K
2019-11-21,154000,156500,157000,151000,666.34K
2019-11-20,156500,156000,159000,155500,331.71K
2019-11-19,156500,157500,157500,155500,322.65K
2019-11-18,157500,155500,158000,155500,371.85K
2019-11-15,155500,154500,155500,153500,280.14K
2019-11-14,154500,154500,155000,152000,650.80K
2019-11-13,153500,152500,154000,151000,376.76K
2019-11-12,153500,154000,154500,152000,395.46K
2019-11-11,154000,153000,155000,152000,500.83K
2019-11-08,152000,152000,155000,151000,877.97K
2019-11-07,151000,152000,154500,147000,1.22M
2019-11-06,151000,149000,151000,148000,515.10K
2019-11-05,148500,146000,149000,145500,502.28K
2019-11-04,146500,146500,147500,145500,434.45K
2019-11-01,145500,142500,146000,142000,715.19K
2019-10-31,141500,139000,144000,138500,725.61K
2019-10-30,138000,140500,140500,137500,250.88K
2019-10-29,139500,141500,142000,138000,356.71K
2019-10-28,140000,142000,145000,139500,665.01K
2019-10-27,140000,140000,140000,140000,-
2019-10-25,140000,140000,141000,139500,195.86K
2019-10-24,139500,140500,142000,139000,489.16K
2019-10-23,140000,136000,140000,135500,1.04M
2019-10-22,136000,134000,136000,134000,336.85K
2019-10-21,133500,132500,134000,131000,213.67K
2019-10-20,132500,132500,132500,132500,-
2019-10-18,132500,131000,133500,131000,331.94K
2019-10-17,130500,131500,132500,129000,617.54K
2019-10-16,132000,134000,134500,128500,752.72K
2019-10-15,134000,135000,135000,133000,189.95K
2019-10-14,134500,136000,136500,134000,317.02K
2019-10-13,135000,135000,135000,135000,-
2019-10-11,135000,136500,137500,134500,238.28K
2019-10-10,136500,133000,137000,132500,693.61K
2019-10-09,134500,134500,134500,134500,-
2019-10-08,134500,134500,135000,133500,224.40K
2019-10-07,134500,134000,135000,133000,246.05K
2019-10-04,133500,134500,136000,133500,237.10K
2019-10-03,135500,135500,135500,135500,-
2019-10-02,135500,136500,137000,135500,151.81K
2019-10-01,137500,136000,138000,136000,251.09K
2019-09-30,135500,134500,136000,134000,201.40K
2019-09-29,135500,135500,135500,135500,-
2019-09-27,135500,136500,136500,134500,168.42K
2019-09-26,136500,137000,137500,135000,210.22K
2019-09-25,136000,137500,138500,136000,301.35K
2019-09-24,138000,135000,138000,134500,465.65K
2019-09-23,134500,135000,136500,134500,206.43K
2019-09-22,135500,135500,135500,135500,-
2019-09-20,135500,135500,135500,133000,354.43K
2019-09-19,135500,136500,137500,135000,242.56K
2019-09-18,137000,133000,137000,133000,682.93K
2019-09-17,132000,132000,134000,132000,325.63K
2019-09-16,132000,134500,135000,131000,411.49K
2019-09-15,133000,133000,133000,133000,-
2019-09-11,133000,135500,136000,133000,733.10K
2019-09-10,135500,133000,135500,132500,310.01K
2019-09-09,133000,135000,135500,132000,670.29K
2019-09-06,136000,135000,136500,135000,156.03K
2019-09-05,135000,138000,139000,134500,597.61K
2019-09-04,138500,137000,139000,136500,425.82K
2019-09-03,137500,137500,138000,136000,291.19K
2019-09-02,137000,134000,137500,133500,574.89K
2019-09-01,134500,134500,134500,134500,-
2019-08-30,134500,134000,135500,134000,400.67K
2019-08-29,133000,133000,133500,131000,349.15K
2019-08-28,133500,134000,135000,132500,254.45K
2019-08-27,134000,133500,135000,133000,495.06K
2019-08-26,132500,130000,133000,129500,373.41K
2019-08-23,133000,132000,133500,130500,302.96K
2019-08-22,133000,131500,135000,131500,596.58K
2019-08-21,131500,131000,133000,130500,284.17K
2019-08-20,132000,131000,132000,129500,368.34K
2019-08-19,130500,130500,131500,129500,222.18K
2019-08-18,129500,129500,129500,129500,-
2019-08-16,129500,129500,130000,128000,299.25K
2019-08-15,130500,130500,130500,130500,-
2019-08-14,130500,133000,133000,129000,337.91K
2019-08-13,131500,130000,132500,129000,361.06K
2019-08-12,130000,133000,133500,129500,262.38K
2019-08-11,132000,132000,132000,132000,-
2019-08-09,132000,128000,133000,127500,779.12K
2019-08-08,127000,128000,129000,125500,954.59K
2019-08-07,123500,124500,125000,121500,423.33K
2019-08-06,122000,118500,124500,117500,649.75K
2019-08-05,122500,128000,129000,121500,595.12K
2019-08-02,128500,126000,130000,123500,443.87K
2019-08-01,126500,126000,128500,125500,248.03K
2019-07-31,127000,125000,128000,124500,293.87K
2019-07-30,126000,128500,129500,126000,465.86K
2019-07-29,129000,130000,132000,128000,362.79K
2019-07-28,131000,131000,131000,131000,-
2019-07-26,131000,129000,132000,127000,698.95K
2019-07-25,131000,136000,136000,128000,1.29M
2019-07-24,136000,136000,138000,134000,682.39K
2019-07-23,136000,134000,136500,133000,466.67K
2019-07-22,134000,134500,136000,133500,360.34K
2019-07-21,135000,135000,135000,135000,-
2019-07-19,135000,132000,135500,131500,655.47K
2019-07-18,131500,130500,132500,130500,170.03K
2019-07-17,131000,132000,132500,129500,326.63K
2019-07-16,133000,133500,134000,132000,298.18K
2019-07-15,133000,132500,136000,131000,781.59K
2019-07-12,131500,131000,132500,129500,295.27K
2019-07-11,130500,131000,133000,130500,525.43K
2019-07-10,131000,132000,132000,129000,312.06K
2019-07-09,131000,128500,132000,128000,462.62K
2019-07-08,128000,133500,133500,128000,579.10K
2019-07-05,133500,133000,134000,131500,457.81K
2019-07-04,132500,131000,132500,129500,361.93K
2019-07-03,131000,131500,132000,130000,298.79K
2019-07-02,131500,129500,131500,128000,263.39K
2019-07-01,129500,132500,133000,129000,432.32K
2019-06-30,131500,131500,131500,131500,-
2019-06-28,131500,131500,133000,130000,361.03K
2019-06-27,131500,131000,133500,130000,701.90K
2019-06-26,129500,131000,132500,129000,514.33K
2019-06-25,130500,129000,131000,127500,953.12K
2019-06-24,126000,127000,128000,125500,305.92K
2019-06-23,126500,126500,126500,126500,-
2019-06-21,126500,124500,128000,124000,807.72K
2019-06-20,122000,122000,124000,120000,276.15K
2019-06-19,122000,122500,122500,121000,177.85K
2019-06-18,121000,121500,123000,120000,343.46K
2019-06-17,121500,125000,125000,121000,328.78K
2019-06-16,125000,125000,125000,125000,-
2019-06-14,125000,127000,128000,124500,356.96K
2019-06-13,126500,124000,127500,123500,746.44K
2019-06-12,124000,124500,125000,122500,212.52K
2019-06-11,124500,124000,125000,122500,244.12K
2019-06-10,124000,120000,125000,119000,459.42K
2019-06-07,120000,120000,120500,117500,536.52K
2019-06-05,120500,121000,121500,119500,306.54K
2019-06-04,119500,122500,124000,116500,845.81K
2019-06-03,122500,123500,125500,122000,314.89K
2019-05-31,124500,124000,126000,123000,324.52K
2019-05-30,124500,122000,125500,122000,459.82K
2019-05-29,121500,122500,123500,120500,320.26K
2019-05-28,123000,121000,125000,120500,565.42K
2019-05-27,122000,125000,126500,120500,547.71K
2019-05-24,124000,123000,124000,120500,762.30K
2019-05-23,124000,125000,127000,123500,424.64K
2019-05-22,125500,125500,126500,121500,836.07K
2019-05-21,125000,126500,127500,125000,693.07K
2019-05-20,126500,126500,128500,125500,888.81K
2019-05-17,124500,129000,129500,124000,2.44M
2019-05-16,133500,132500,134000,130500,554.19K
2019-05-15,132000,135500,136000,130000,1.24M
2019-05-14,134000,127000,135000,126500,1.35M
2019-05-13,128500,130500,130500,127000,583.12K
2019-05-10,130000,128500,131000,127500,1.00M
2019-05-09,126500,133500,133500,126500,1.35M
2019-05-08,128500,126500,130000,125500,688.24K
2019-05-07,127500,126000,130000,126000,663.71K
2019-05-03,128000,126000,129000,125500,1.10M
2019-05-02,123000,120000,124500,119500,729.86K
2019-04-30,120000,119000,121000,118500,493.14K
2019-04-29,119500,115500,119500,114000,511.63K
2019-04-26,115000,115500,117500,113000,366.21K
2019-04-25,116000,117500,118000,115000,290.48K
2019-04-24,118000,117500,118500,115500,442.05K
2019-04-23,116500,118500,119500,116000,257.27K
2019-04-22,118000,118000,120500,117000,456.75K
2019-04-19,117000,117000,119000,115000,328.90K
2019-04-18,116500,119000,119500,116000,420.02K
2019-04-17,117500,117000,119000,115500,650.41K
2019-04-16,117500,113500,118000,112500,1.72M
2019-04-15,110500,104000,110500,103000,1.22M
2019-04-12,102500,102500,102500,101500,160.83K
2019-04-11,102500,103000,103000,101500,252.63K
2019-04-10,102500,101000,103000,100500,262.65K
2019-04-09,100500,102000,102000,100000,382.26K
2019-04-08,102000,103000,103500,101500,202.99K
2019-04-05,102500,102500,103000,102000,131.82K
2019-04-04,102500,102500,103000,101500,260.64K
2019-04-03,102500,103000,104000,102000,292.56K
2019-04-02,103500,103500,104000,102000,227.08K
2019-04-01,103000,103500,104000,102000,215.09K
2019-03-29,103500,103000,104000,102500,152.20K
2019-03-28,102500,102000,104000,102000,161.77K
2019-03-27,102500,104500,104500,102000,208.40K
2019-03-26,104000,102500,105500,102000,257.12K
2019-03-25,102000,102000,104000,101500,171.35K
2019-03-22,104000,103000,104500,103000,238.88K
2019-03-21,102500,102000,104000,101500,229.27K
2019-03-20,102000,103000,103500,100000,490.87K
2019-03-19,102500,107500,108500,102500,583.99K
2019-03-18,107500,108000,108500,107000,197.03K
2019-03-15,107500,106500,108500,106500,461.92K
2019-03-14,106500,105000,107500,104500,443.14K
2019-03-13,104000,104000,106500,103500,239.46K
2019-03-12,103500,106500,107000,103500,379.33K
2019-03-11,106000,108000,108000,104500,275.45K
2019-03-08,107500,109000,109500,106500,790.90K
2019-03-07,104500,105500,107000,103500,302.80K
2019-03-06,105500,107000,108000,104000,297.18K
2019-03-05,106500,108000,108000,105500,471.28K
2019-03-04,108500,105500,109000,105000,850.88K
2019-02-28,103500,105000,106500,103500,730.14K
2019-02-27,105000,104500,105500,103000,550.94K
2019-02-26,103500,98400,103500,98400,1.24M
2019-02-25,98300,99400,99800,98100,368.97K
2019-02-22,99300,99500,100500,98800,293.13K
2019-02-21,98900,99800,101000,98800,326.77K
2019-02-20,99700,100500,101000,98500,385.68K
2019-02-19,100000,101500,102000,100000,229.06K
2019-02-18,102000,102500,103000,101000,354.46K
2019-02-17,101500,101500,101500,101500,-
2019-02-15,101500,101500,103500,100500,652.77K
2019-02-14,100500,97800,101000,96100,834.34K
2019-02-13,98100,96500,98900,95500,518.90K
2019-02-12,96000,95600,96500,93300,579.41K
2019-02-11,95600,98500,98700,95300,824.88K
