,날짜,종가,전일비,시가,고가,저가,거래량
1165,2017.07.10,67300.0,700.0,67000.0,67500.0,65700.0,2667048.0
1166,2017.07.07,66600.0,1500.0,67600.0,68400.0,66100.0,3242213.0
1167,2017.07.06,68100.0,100.0,69000.0,69400.0,67500.0,4048922.0
1168,2017.07.05,68000.0,2200.0,65600.0,68200.0,65300.0,4557456.0
1171,2017.07.04,65800.0,500.0,65900.0,67100.0,65300.0,2895782.0
1172,2017.07.03,66300.0,1100.0,66500.0,66900.0,65500.0,3763473.0
1173,2017.06.30,67400.0,1100.0,67400.0,67800.0,67000.0,3230282.0
1174,2017.06.29,68500.0,1300.0,67900.0,68800.0,67100.0,3702501.0
1175,2017.06.28,67200.0,2000.0,68100.0,69200.0,66800.0,5520578.0
1179,2017.06.27,69200.0,1700.0,68200.0,69600.0,67000.0,4951341.0
1180,2017.06.26,67500.0,2500.0,65000.0,67500.0,65000.0,3516630.0
1181,2017.06.23,65000.0,0.0,64500.0,65400.0,63500.0,3189590.0
1182,2017.06.22,65000.0,200.0,66500.0,66500.0,64500.0,4977159.0
1183,2017.06.21,64800.0,800.0,63300.0,66300.0,62900.0,5650669.0
1186,2017.06.20,64000.0,1200.0,64700.0,65400.0,63700.0,6519471.0
1187,2017.06.19,62800.0,2300.0,61300.0,63200.0,61300.0,5315543.0
1188,2017.06.16,60500.0,100.0,61100.0,61600.0,59900.0,3932203.0
1189,2017.06.15,60600.0,1300.0,59300.0,61000.0,59300.0,4549233.0
1190,2017.06.14,59300.0,500.0,59200.0,60000.0,58800.0,4441904.0
1194,2017.06.13,58800.0,1300.0,57700.0,58900.0,56900.0,3431811.0
1195,2017.06.12,57500.0,800.0,57200.0,57900.0,56800.0,2650404.0
1196,2017.06.09,58300.0,1600.0,56700.0,58400.0,56500.0,4799560.0
1197,2017.06.08,56700.0,200.0,56500.0,57000.0,56200.0,3943311.0
1198,2017.06.07,56500.0,400.0,55900.0,56900.0,55400.0,3040030.0
1201,2017.06.05,56100.0,1000.0,57200.0,57200.0,55900.0,2525078.0
1202,2017.06.02,57100.0,700.0,56900.0,57500.0,56400.0,2481215.0
1203,2017.06.01,56400.0,600.0,56700.0,56900.0,56100.0,2006611.0
1204,2017.05.31,57000.0,400.0,57400.0,57900.0,56500.0,3314659.0
1205,2017.05.30,57400.0,500.0,58200.0,58400.0,56600.0,2368225.0
1209,2017.05.29,57900.0,800.0,57700.0,58800.0,57100.0,3294700.0
1210,2017.05.26,57100.0,1300.0,56000.0,57100.0,56000.0,3145737.0
1211,2017.05.25,55800.0,0.0,56400.0,56400.0,55400.0,1996135.0
1212,2017.05.24,55800.0,700.0,55700.0,56500.0,55600.0,2324952.0
1213,2017.05.23,55100.0,900.0,56400.0,56500.0,55000.0,2410542.0
1216,2017.05.22,56000.0,1800.0,54900.0,56000.0,54800.0,2544180.0
1217,2017.05.19,54200.0,1500.0,55100.0,55600.0,54200.0,2860160.0
1218,2017.05.18,55700.0,1000.0,53600.0,55700.0,53400.0,3494997.0
1219,2017.05.17,54700.0,600.0,55400.0,55700.0,54400.0,2485465.0
1220,2017.05.16,55300.0,300.0,56200.0,56800.0,55200.0,2546047.0
1224,2017.05.15,55600.0,300.0,55300.0,56100.0,55300.0,1542366.0
1225,2017.05.12,55300.0,1100.0,56400.0,56400.0,55100.0,2303244.0
1226,2017.05.11,56400.0,800.0,56000.0,56400.0,54800.0,3509393.0
1227,2017.05.10,55600.0,1300.0,57400.0,58100.0,55200.0,4766870.0
1228,2017.05.08,56900.0,1000.0,56000.0,57000.0,55700.0,3818771.0
1231,2017.05.04,55900.0,500.0,55900.0,55900.0,55000.0,2780438.0
1232,2017.05.02,55400.0,1400.0,55300.0,55900.0,54800.0,4347745.0
1233,2017.04.28,54000.0,400.0,53600.0,54700.0,53400.0,3573387.0
1234,2017.04.27,53600.0,100.0,53800.0,53900.0,52700.0,2743963.0
1235,2017.04.26,53700.0,1300.0,53100.0,54200.0,53000.0,5609007.0
1239,2017.04.25,52400.0,0.0,52800.0,52800.0,51300.0,5312931.0
1240,2017.04.24,52400.0,400.0,52700.0,53200.0,52100.0,3158545.0
1241,2017.04.21,52000.0,600.0,51800.0,52500.0,51300.0,3834454.0
1242,2017.04.20,51400.0,1550.0,49750.0,51700.0,49700.0,3573280.0
1243,2017.04.19,49850.0,350.0,50300.0,50400.0,49850.0,1587172.0
1246,2017.04.18,50200.0,1000.0,49600.0,50400.0,49300.0,1899560.0
1247,2017.04.17,49200.0,600.0,50200.0,50300.0,49100.0,2002100.0
1248,2017.04.14,49800.0,50.0,49750.0,50700.0,49450.0,2845128.0
1249,2017.04.13,49750.0,750.0,49100.0,50200.0,48650.0,2367158.0
1250,2017.04.12,49000.0,150.0,48800.0,49200.0,48550.0,1694663.0
1254,2017.04.11,48850.0,150.0,48550.0,49350.0,48400.0,2384127.0
1255,2017.04.10,49000.0,800.0,49700.0,49750.0,48950.0,1824895.0
1256,2017.04.07,49800.0,400.0,49450.0,49800.0,48700.0,2645476.0
1257,2017.04.06,49400.0,900.0,50300.0,50500.0,49100.0,2991825.0
1258,2017.04.05,50300.0,700.0,50600.0,51000.0,49950.0,2758658.0
1261,2017.04.04,51000.0,800.0,52100.0,52200.0,50800.0,2192884.0
1262,2017.04.03,51800.0,1300.0,50800.0,51900.0,50700.0,2361892.0
1263,2017.03.31,50500.0,400.0,50800.0,50800.0,49900.0,2682196.0
1264,2017.03.30,50900.0,400.0,51100.0,51500.0,50200.0,2204243.0
1265,2017.03.29,51300.0,500.0,51000.0,52200.0,50800.0,4154277.0
1269,2017.03.28,50800.0,100.0,51200.0,51300.0,50000.0,2862493.0
1270,2017.03.27,50700.0,1200.0,50000.0,51100.0,49950.0,5607032.0
1271,2017.03.24,49500.0,1050.0,50000.0,50200.0,49300.0,5174622.0
1272,2017.03.23,48450.0,200.0,48950.0,49300.0,48150.0,2473925.0
1273,2017.03.22,48650.0,1100.0,47000.0,48800.0,47000.0,4157526.0
1276,2017.03.21,47550.0,50.0,47900.0,48250.0,47000.0,3720816.0
1277,2017.03.20,47600.0,850.0,46950.0,47650.0,46550.0,3929405.0
1278,2017.03.17,46750.0,2400.0,48400.0,48400.0,46600.0,8098258.0
1279,2017.03.16,49150.0,350.0,49350.0,49650.0,48500.0,3458839.0
1280,2017.03.15,48800.0,1500.0,49350.0,49500.0,48550.0,4688787.0
1284,2017.03.14,50300.0,700.0,51800.0,51900.0,50300.0,4024138.0
1285,2017.03.13,51000.0,1800.0,49550.0,51100.0,49300.0,4948062.0
1286,2017.03.10,49200.0,1200.0,48100.0,49550.0,47500.0,3849912.0
1287,2017.03.09,48000.0,0.0,48200.0,48850.0,48000.0,2957372.0
1288,2017.03.08,48000.0,800.0,48800.0,49300.0,47900.0,3728263.0
1291,2017.03.07,48800.0,550.0,49100.0,49300.0,48050.0,3439908.0
1292,2017.03.06,49350.0,2250.0,47600.0,49400.0,47550.0,5045970.0
1293,2017.03.03,47100.0,600.0,47650.0,48250.0,46700.0,3937032.0
1294,2017.03.02,47700.0,1000.0,46850.0,47850.0,46800.0,7093071.0
1295,2017.02.28,46700.0,700.0,46600.0,47600.0,46200.0,5588155.0
1299,2017.02.27,46000.0,1500.0,46850.0,47000.0,45650.0,7604699.0
1300,2017.02.24,47500.0,2700.0,49850.0,50000.0,47400.0,7707747.0
1301,2017.02.23,50200.0,400.0,50000.0,50400.0,49050.0,3374139.0
1302,2017.02.22,50600.0,300.0,51600.0,51700.0,50600.0,2678429.0
1303,2017.02.21,50900.0,1000.0,49950.0,51000.0,49350.0,2227708.0
1306,2017.02.20,49900.0,500.0,50900.0,51000.0,49600.0,2265276.0
1307,2017.02.17,50400.0,800.0,50400.0,51100.0,50200.0,4927937.0
1308,2017.02.16,49600.0,1700.0,48350.0,49600.0,48200.0,4840918.0
1309,2017.02.15,47900.0,550.0,48300.0,48700.0,47550.0,8725221.0
1310,2017.02.14,48450.0,2250.0,51100.0,51600.0,48100.0,8593878.0
1314,2017.02.13,50700.0,700.0,49550.0,51000.0,49500.0,4124290.0
1315,2017.02.10,50000.0,2700.0,52000.0,52200.0,50000.0,9120878.0
1316,2017.02.09,52700.0,1900.0,53100.0,53700.0,52500.0,6547266.0
1317,2017.02.08,54600.0,1300.0,53700.0,54600.0,52400.0,3552260.0
1318,2017.02.07,53300.0,400.0,53800.0,54500.0,53100.0,2405891.0
1321,2017.02.06,53700.0,0.0,54200.0,54400.0,53300.0,1897002.0
1322,2017.02.03,53700.0,900.0,52500.0,53700.0,51800.0,3718619.0
1323,2017.02.02,52800.0,1200.0,53500.0,54000.0,52700.0,3486140.0
1324,2017.02.01,54000.0,300.0,54300.0,54900.0,53700.0,2813046.0
1325,2017.01.31,53700.0,400.0,53300.0,54500.0,52700.0,4118790.0
1329,2017.01.26,53300.0,1600.0,52500.0,53500.0,52400.0,4517114.0
1330,2017.01.25,51700.0,100.0,52200.0,52500.0,51600.0,2715809.0
1331,2017.01.24,51600.0,800.0,51300.0,52000.0,51100.0,3449130.0
1332,2017.01.23,50800.0,1650.0,49950.0,51000.0,49900.0,4148659.0
1333,2017.01.20,49150.0,450.0,49700.0,50100.0,49150.0,1943195.0
1336,2017.01.19,49600.0,750.0,49550.0,50100.0,49100.0,2332268.0
1337,2017.01.18,48850.0,450.0,48950.0,49400.0,48300.0,2974091.0
1338,2017.01.17,49300.0,0.0,49300.0,50200.0,49250.0,2309955.0
1339,2017.01.16,49300.0,1000.0,50100.0,50300.0,48800.0,4974924.0
1340,2017.01.13,50300.0,300.0,49850.0,50700.0,49850.0,4219771.0
1344,2017.01.12,50600.0,1000.0,51600.0,51600.0,50400.0,5060622.0
1345,2017.01.11,51600.0,1850.0,50000.0,51900.0,50000.0,4360058.0
1346,2017.01.10,49750.0,200.0,49850.0,50200.0,49200.0,2561968.0
1347,2017.01.09,49550.0,1550.0,48500.0,49750.0,48200.0,3871999.0
1348,2017.01.06,48000.0,1050.0,47700.0,48450.0,47600.0,3166843.0
1351,2017.01.05,46950.0,450.0,47000.0,47500.0,46850.0,2377163.0
1352,2017.01.04,46500.0,750.0,47000.0,47150.0,46200.0,2722599.0
1353,2017.01.03,47250.0,1450.0,46200.0,47300.0,46200.0,2655477.0
1354,2017.01.02,45800.0,1100.0,44750.0,46000.0,44600.0,1547681.0
1355,2016.12.29,44700.0,650.0,45150.0,45200.0,44600.0,1808856.0
1359,2016.12.28,45350.0,300.0,45350.0,45750.0,45100.0,1296254.0
1360,2016.12.27,45650.0,0.0,45550.0,45950.0,45400.0,1175619.0
1361,2016.12.26,45650.0,650.0,46200.0,46600.0,45250.0,1603230.0
1362,2016.12.23,46300.0,800.0,46200.0,46400.0,45950.0,2982024.0
1363,2016.12.22,45500.0,500.0,46000.0,46650.0,45150.0,4045912.0
1366,2016.12.21,45000.0,150.0,45500.0,45750.0,45000.0,1662010.0
1367,2016.12.20,45150.0,0.0,45400.0,45550.0,44950.0,1110753.0
1368,2016.12.19,45150.0,1250.0,46250.0,46300.0,45050.0,1997194.0
1369,2016.12.16,46400.0,800.0,45800.0,46450.0,45700.0,2100809.0
1370,2016.12.15,45600.0,250.0,45850.0,46050.0,45000.0,1828843.0
1374,2016.12.14,45850.0,900.0,45350.0,46100.0,45350.0,2010708.0
1375,2016.12.13,44950.0,350.0,44700.0,45700.0,44700.0,1822952.0
1376,2016.12.12,45300.0,200.0,45750.0,45850.0,44850.0,1440589.0
1377,2016.12.09,45500.0,750.0,46450.0,46750.0,45450.0,3003326.0
1378,2016.12.08,46250.0,1000.0,46200.0,46650.0,46100.0,3313157.0
1381,2016.12.07,45250.0,50.0,45750.0,45800.0,45200.0,1984369.0
1382,2016.12.06,45200.0,800.0,44700.0,45500.0,44600.0,3099065.0
1383,2016.12.05,44400.0,0.0,44050.0,44600.0,43800.0,1703219.0
1384,2016.12.02,44400.0,200.0,43350.0,44500.0,43300.0,4244113.0
1385,2016.12.01,44200.0,1300.0,43000.0,44400.0,43000.0,3491185.0
1389,2016.11.30,42900.0,500.0,42900.0,43800.0,42650.0,4325524.0
1390,2016.11.29,42400.0,200.0,42400.0,43100.0,41800.0,1777480.0
1391,2016.11.28,42600.0,0.0,42400.0,43250.0,42100.0,1513215.0
1392,2016.11.25,42600.0,50.0,43050.0,43300.0,42250.0,1328958.0
1393,2016.11.24,42650.0,400.0,43350.0,43850.0,42500.0,1789745.0
1396,2016.11.23,43050.0,350.0,43000.0,43900.0,42550.0,4047443.0
1397,2016.11.22,42700.0,1950.0,41250.0,42800.0,41200.0,3306186.0
1398,2016.11.21,40750.0,1250.0,41800.0,41900.0,40650.0,1883627.0
1399,2016.11.18,42000.0,100.0,42300.0,42400.0,41700.0,3331134.0
1400,2016.11.17,41900.0,1050.0,41500.0,41900.0,41200.0,2383464.0
1404,2016.11.16,40850.0,1150.0,40450.0,41000.0,40250.0,2101878.0
1405,2016.11.15,39700.0,0.0,39700.0,40400.0,39500.0,2030086.0
1406,2016.11.14,39700.0,150.0,40000.0,40450.0,39700.0,1589911.0
1407,2016.11.11,39850.0,1150.0,40000.0,40450.0,39550.0,2962651.0
1408,2016.11.10,41000.0,1350.0,41000.0,41050.0,40500.0,2520434.0
1411,2016.11.09,39650.0,1850.0,41650.0,41750.0,38700.0,5779291.0
1412,2016.11.08,41500.0,0.0,42100.0,42150.0,41250.0,1882987.0
1413,2016.11.07,41500.0,300.0,41800.0,42050.0,41200.0,2033220.0
1414,2016.11.04,41200.0,50.0,41150.0,41400.0,40850.0,2600930.0
1415,2016.11.03,41150.0,150.0,40900.0,41700.0,40700.0,2580396.0
1419,2016.11.02,41000.0,1000.0,41250.0,41400.0,40450.0,2822651.0
1420,2016.11.01,42000.0,1000.0,41700.0,42350.0,41600.0,3173446.0
1421,2016.10.31,41000.0,1450.0,42500.0,42900.0,41000.0,3297943.0
1422,2016.10.28,42450.0,550.0,42700.0,42950.0,42100.0,2251179.0
1423,2016.10.27,43000.0,100.0,42900.0,43600.0,42600.0,4814197.0
1426,2016.10.26,42900.0,1850.0,41300.0,42900.0,41300.0,6364037.0
1427,2016.10.25,41050.0,900.0,40350.0,41650.0,40200.0,4469224.0
1428,2016.10.24,40150.0,800.0,41000.0,41150.0,39850.0,2211109.0
1429,2016.10.21,40950.0,900.0,39500.0,41000.0,39500.0,2436212.0
1430,2016.10.20,40050.0,0.0,40250.0,40300.0,38850.0,5423960.0
1434,2016.10.19,40050.0,1600.0,41150.0,41450.0,39850.0,5033246.0
1435,2016.10.18,41650.0,650.0,42200.0,42300.0,41300.0,2559222.0
1436,2016.10.17,42300.0,750.0,41750.0,42300.0,41400.0,2314725.0
1437,2016.10.14,41550.0,600.0,41300.0,41900.0,41200.0,2708972.0
1438,2016.10.13,40950.0,300.0,41450.0,41700.0,40950.0,3638071.0
1441,2016.10.12,41250.0,50.0,41000.0,41900.0,41000.0,3521492.0
1442,2016.10.11,41300.0,0.0,41300.0,42000.0,41100.0,2810503.0
1443,2016.10.10,41300.0,900.0,42200.0,42500.0,41200.0,2916252.0
1444,2016.10.07,42200.0,350.0,42700.0,42700.0,41900.0,2637734.0
1445,2016.10.06,42550.0,50.0,43100.0,43150.0,42400.0,2815496.0
1449,2016.10.05,42600.0,800.0,42150.0,42950.0,41200.0,4387312.0
1450,2016.10.04,41800.0,1600.0,41500.0,41800.0,41000.0,3639803.0
1451,2016.09.30,40200.0,0.0,39750.0,40950.0,39600.0,3764773.0
1452,2016.09.29,40200.0,1000.0,40600.0,40750.0,40150.0,3976705.0
1453,2016.09.28,41200.0,50.0,41300.0,42000.0,40950.0,4189804.0
1456,2016.09.27,41150.0,1650.0,39400.0,41150.0,39150.0,4001505.0
1457,2016.09.26,39500.0,150.0,39350.0,39500.0,38800.0,1669862.0
1458,2016.09.23,39350.0,50.0,39550.0,39650.0,39050.0,2095120.0
1459,2016.09.22,39400.0,250.0,39800.0,39800.0,39150.0,3214630.0
1460,2016.09.21,39150.0,100.0,39000.0,39150.0,38650.0,1731450.0
1464,2016.09.20,39250.0,50.0,39200.0,39450.0,38750.0,2594490.0
1465,2016.09.19,39200.0,1400.0,38700.0,39450.0,38250.0,5283684.0
1466,2016.09.13,37800.0,800.0,37600.0,38300.0,37500.0,3928646.0
1467,2016.09.12,37000.0,1950.0,37500.0,38300.0,37000.0,4885896.0
1468,2016.09.09,38950.0,250.0,38550.0,39000.0,38350.0,2748415.0
1471,2016.09.08,38700.0,800.0,37900.0,38700.0,37900.0,3698781.0
1472,2016.09.07,37900.0,100.0,38200.0,38800.0,37900.0,3786844.0
1473,2016.09.06,38000.0,500.0,37750.0,38000.0,37350.0,2123160.0
1474,2016.09.05,37500.0,850.0,36900.0,37500.0,36850.0,2337575.0
1475,2016.09.02,36650.0,550.0,36100.0,36700.0,35950.0,1828390.0
1479,2016.09.01,36100.0,350.0,36400.0,36400.0,35700.0,1713669.0
1480,2016.08.31,36450.0,150.0,36400.0,36450.0,35750.0,2832970.0
1481,2016.08.30,36300.0,50.0,36800.0,36950.0,35550.0,2766460.0
1482,2016.08.29,36250.0,0.0,35350.0,36400.0,35300.0,2782441.0
1483,2016.08.26,36250.0,550.0,35850.0,36350.0,35750.0,2635343.0
1486,2016.08.25,35700.0,50.0,35100.0,35750.0,34900.0,1568516.0
1487,2016.08.24,35750.0,150.0,35900.0,35950.0,35300.0,1689924.0
1488,2016.08.23,35600.0,400.0,36250.0,36300.0,35550.0,3014421.0
1489,2016.08.22,36000.0,600.0,35500.0,36050.0,35250.0,4149396.0
1490,2016.08.19,35400.0,1250.0,34400.0,35400.0,34200.0,4683750.0
1494,2016.08.18,34150.0,600.0,33550.0,34250.0,33550.0,1855081.0
1495,2016.08.17,33550.0,150.0,33750.0,33900.0,32900.0,2083372.0
1496,2016.08.16,33700.0,650.0,34950.0,34950.0,33700.0,2883043.0
1497,2016.08.12,34350.0,450.0,34450.0,35100.0,34200.0,2437735.0
1498,2016.08.11,34800.0,1000.0,33700.0,34800.0,33450.0,2980478.0
1501,2016.08.10,33800.0,1250.0,34900.0,35000.0,33650.0,3193311.0
1502,2016.08.09,35050.0,100.0,34850.0,35200.0,34450.0,2112078.0
1503,2016.08.08,34950.0,150.0,35150.0,35250.0,34400.0,2157854.0
1504,2016.08.05,34800.0,1150.0,34300.0,34900.0,33950.0,2830058.0
1505,2016.08.04,33650.0,100.0,33950.0,34200.0,33350.0,1477680.0
1509,2016.08.03,33550.0,200.0,33300.0,34400.0,33000.0,2698841.0
1510,2016.08.02,33750.0,1100.0,34600.0,34700.0,33650.0,2123735.0
1511,2016.08.01,34850.0,450.0,34700.0,35300.0,34600.0,3274413.0
1512,2016.07.29,34400.0,850.0,33550.0,34400.0,33450.0,4660512.0
1513,2016.07.28,33550.0,100.0,33150.0,33550.0,33000.0,3586965.0
1516,2016.07.27,33450.0,1400.0,32600.0,33450.0,32550.0,4762165.0
1517,2016.07.26,32050.0,450.0,32400.0,32400.0,31100.0,5028045.0
1518,2016.07.25,32500.0,500.0,32300.0,32650.0,32150.0,2147590.0
1519,2016.07.22,32000.0,150.0,32150.0,32150.0,31200.0,2442893.0
1520,2016.07.21,32150.0,50.0,32400.0,32800.0,32100.0,1879147.0
1524,2016.07.20,32100.0,350.0,32300.0,32400.0,31850.0,1775583.0
1525,2016.07.19,32450.0,300.0,32900.0,33000.0,31950.0,2340759.0
1526,2016.07.18,32750.0,50.0,32900.0,33100.0,32500.0,1515167.0
1527,2016.07.15,32700.0,350.0,33300.0,33500.0,32650.0,2580255.0
1528,2016.07.14,33050.0,400.0,32500.0,33300.0,32450.0,3145494.0
1531,2016.07.13,32650.0,650.0,32700.0,32950.0,32450.0,3779418.0
1532,2016.07.12,32000.0,0.0,32250.0,32300.0,31550.0,2523664.0
1533,2016.07.11,32000.0,950.0,31750.0,32300.0,31650.0,3938161.0
1534,2016.07.08,31050.0,400.0,30700.0,31250.0,30550.0,2424460.0
1535,2016.07.07,30650.0,50.0,30750.0,31350.0,30600.0,2715183.0
1539,2016.07.06,30600.0,1250.0,31100.0,31350.0,30300.0,6314347.0
1540,2016.07.05,31850.0,900.0,32650.0,32650.0,31850.0,2577231.0
1541,2016.07.04,32750.0,600.0,32250.0,32900.0,32050.0,3192033.0
1542,2016.07.01,32150.0,250.0,31800.0,32700.0,31600.0,5289586.0
1543,2016.06.30,32400.0,600.0,32000.0,32550.0,31700.0,4571310.0
1546,2016.06.29,31800.0,650.0,31800.0,32200.0,31700.0,3801424.0
1547,2016.06.28,31150.0,900.0,31150.0,31600.0,30650.0,5072467.0
1548,2016.06.27,32050.0,250.0,31350.0,32050.0,31050.0,6146337.0
1549,2016.06.24,31800.0,50.0,32800.0,33100.0,30450.0,16852175.0
1550,2016.06.23,31750.0,800.0,30900.0,31800.0,30850.0,7147499.0
1554,2016.06.22,30950.0,1150.0,30200.0,30950.0,30000.0,5122638.0
1555,2016.06.21,29800.0,250.0,30050.0,30150.0,29550.0,2376833.0
1556,2016.06.20,30050.0,1050.0,29800.0,30050.0,29050.0,4501015.0
1557,2016.06.17,29000.0,650.0,30000.0,30000.0,28750.0,2891783.0
1558,2016.06.16,29650.0,300.0,30250.0,30400.0,29350.0,3687253.0
1561,2016.06.15,29950.0,900.0,29350.0,30150.0,29300.0,5751526.0
1562,2016.06.14,29050.0,700.0,28150.0,29300.0,28150.0,3490535.0
1563,2016.06.13,28350.0,650.0,28650.0,28700.0,28000.0,2607031.0
1564,2016.06.10,29000.0,0.0,29150.0,29200.0,28700.0,2413698.0
1565,2016.06.09,29000.0,450.0,28700.0,29400.0,28650.0,5336122.0
1569,2016.06.08,28550.0,100.0,29050.0,29300.0,28450.0,3940058.0
1570,2016.06.07,28650.0,1050.0,27700.0,28750.0,27650.0,4435065.0
1571,2016.06.03,27600.0,450.0,28150.0,28450.0,27400.0,3680988.0
1572,2016.06.02,28050.0,450.0,28600.0,29050.0,28000.0,3443745.0
1573,2016.06.01,28500.0,200.0,28850.0,29000.0,28400.0,3630711.0
1576,2016.05.31,28700.0,300.0,28650.0,29000.0,28200.0,5414611.0
1577,2016.05.30,29000.0,350.0,28850.0,29400.0,28650.0,5492886.0
1578,2016.05.27,28650.0,1650.0,27200.0,28750.0,27150.0,7719656.0
1579,2016.05.26,27000.0,50.0,27150.0,27200.0,26850.0,1938084.0
1580,2016.05.25,27050.0,200.0,27450.0,27450.0,26950.0,2250906.0
1584,2016.05.24,26850.0,350.0,27350.0,27350.0,26700.0,2428278.0
1585,2016.05.23,27200.0,900.0,26800.0,27450.0,26650.0,4534043.0
1586,2016.05.20,26300.0,300.0,26600.0,26650.0,26250.0,2245019.0
1587,2016.05.19,26600.0,400.0,26750.0,26900.0,26400.0,4367007.0
1588,2016.05.18,26200.0,300.0,25800.0,26400.0,25650.0,2474774.0
1591,2016.05.17,25900.0,200.0,26250.0,26300.0,25900.0,1545947.0
1592,2016.05.16,26100.0,0.0,26100.0,26300.0,25900.0,1337159.0
1593,2016.05.13,26100.0,0.0,26100.0,26250.0,25900.0,1849910.0
1594,2016.05.12,26100.0,100.0,26050.0,26250.0,25850.0,1759282.0
1595,2016.05.11,26200.0,200.0,26500.0,26550.0,26100.0,1735332.0
1599,2016.05.10,26400.0,650.0,25750.0,26400.0,25750.0,2564593.0
1600,2016.05.09,25750.0,900.0,26150.0,26550.0,25700.0,5291220.0
1601,2016.05.04,26650.0,1000.0,27450.0,27500.0,26500.0,4388484.0
1602,2016.05.03,27650.0,200.0,27950.0,28100.0,27650.0,1373116.0
1603,2016.05.02,27850.0,300.0,27950.0,28300.0,27750.0,1306092.0
1606,2016.04.29,28150.0,250.0,27700.0,28250.0,27500.0,2878692.0
1607,2016.04.28,27900.0,1250.0,29100.0,29150.0,27850.0,6766879.0
1608,2016.04.27,29150.0,0.0,29300.0,29750.0,29000.0,6213757.0
1609,2016.04.26,29150.0,1650.0,27550.0,29200.0,27550.0,7750203.0
1610,2016.04.25,27500.0,0.0,27650.0,27800.0,27350.0,1506644.0
1614,2016.04.22,27500.0,50.0,27450.0,27800.0,27350.0,1556764.0
1615,2016.04.21,27550.0,0.0,27700.0,27950.0,27500.0,2999400.0
1616,2016.04.20,27550.0,100.0,27500.0,28000.0,27500.0,3231788.0
1617,2016.04.19,27450.0,250.0,27500.0,27550.0,27350.0,1843729.0
1618,2016.04.18,27200.0,450.0,28000.0,28150.0,27200.0,3861103.0
1621,2016.04.15,27650.0,400.0,27450.0,27800.0,27350.0,2785108.0
1622,2016.04.14,27250.0,100.0,27600.0,27850.0,27250.0,4761215.0
1623,2016.04.12,27150.0,0.0,27200.0,27550.0,27100.0,1850577.0
1624,2016.04.11,27150.0,650.0,27600.0,27700.0,27150.0,2425426.0
1625,2016.04.08,27800.0,900.0,26950.0,27800.0,26900.0,3718690.0
1629,2016.04.07,26900.0,600.0,27450.0,27450.0,26750.0,4588396.0
1630,2016.04.06,27500.0,350.0,27550.0,27850.0,27450.0,2410844.0
1631,2016.04.05,27850.0,50.0,27900.0,28100.0,27600.0,2032745.0
1632,2016.04.04,27900.0,300.0,28100.0,28150.0,27800.0,2823088.0
1633,2016.04.01,28200.0,50.0,28450.0,28500.0,28050.0,2991431.0
1636,2016.03.31,28150.0,500.0,28700.0,28850.0,28000.0,4336581.0
1637,2016.03.30,28650.0,250.0,29150.0,29500.0,28650.0,3512889.0
1638,2016.03.29,28900.0,350.0,28850.0,29150.0,28700.0,2343876.0
1639,2016.03.28,28550.0,600.0,29000.0,29050.0,28150.0,2795412.0
1640,2016.03.25,29150.0,300.0,29450.0,29500.0,28900.0,1978956.0
1644,2016.03.24,29450.0,800.0,29850.0,29900.0,29350.0,3587082.0
1645,2016.03.23,30250.0,50.0,30100.0,30450.0,29850.0,1868041.0
1646,2016.03.22,30200.0,650.0,29700.0,30200.0,29550.0,2546366.0
1647,2016.03.21,29550.0,100.0,29800.0,29850.0,29300.0,1783055.0
1648,2016.03.18,29450.0,200.0,29500.0,29900.0,29250.0,2864640.0
1651,2016.03.17,29250.0,50.0,29350.0,29750.0,29100.0,2768278.0
1652,2016.03.16,29200.0,700.0,29900.0,29950.0,29050.0,2902896.0
1653,2016.03.15,29900.0,450.0,30350.0,30550.0,29750.0,2078857.0
1654,2016.03.14,30350.0,350.0,31100.0,31100.0,30250.0,2062549.0
1655,2016.03.11,30700.0,400.0,29900.0,30850.0,29900.0,2117430.0
1659,2016.03.10,30300.0,250.0,30550.0,30650.0,30150.0,2734070.0
1660,2016.03.09,30550.0,50.0,29900.0,30550.0,29650.0,3503375.0
1661,2016.03.08,30500.0,1400.0,31200.0,31500.0,30300.0,4616147.0
1662,2016.03.07,31900.0,0.0,32150.0,32250.0,31500.0,3487206.0
1663,2016.03.04,31900.0,50.0,31800.0,32100.0,31550.0,1913316.0
1666,2016.03.03,31950.0,1000.0,31550.0,32000.0,31100.0,3898363.0
1667,2016.03.02,30950.0,950.0,31050.0,31300.0,30650.0,3567312.0
1668,2016.02.29,30000.0,800.0,30800.0,30900.0,29600.0,2989861.0
1669,2016.02.26,30800.0,0.0,31000.0,31100.0,30450.0,1282277.0
1670,2016.02.25,30800.0,100.0,31400.0,31500.0,30650.0,2527297.0
1674,2016.02.24,30900.0,500.0,31050.0,31250.0,30600.0,3480563.0
1675,2016.02.23,30400.0,500.0,30100.0,30600.0,30000.0,2123648.0
1676,2016.02.22,29900.0,300.0,29400.0,30000.0,29400.0,1366180.0
1677,2016.02.19,29600.0,600.0,29950.0,30050.0,29250.0,2336536.0
1678,2016.02.18,30200.0,150.0,30550.0,30850.0,29800.0,2972873.0
1681,2016.02.17,30050.0,1150.0,29250.0,30300.0,29150.0,6106318.0
1682,2016.02.16,28900.0,1200.0,27850.0,29000.0,27800.0,3851681.0
1683,2016.02.15,27700.0,350.0,27750.0,28200.0,27500.0,2162111.0
